epoch,train_loss,validation_loss,validation_accuracy
1,2.308810287609435,2.0536108864678275,0.8839181286549708
2,1.531977971843012,1.1433451428050883,0.8792397660818714
3,0.8408791209223276,0.7691945868625976,0.8967836257309941
4,0.6370354070400535,0.6429360147282394,0.8923976608187134
5,0.5623383160521811,0.6418721434665702,0.9166666666666666
6,0.5311522275881659,0.6272205033497503,0.906140350877193
7,0.49138307177034535,0.558943168304817,0.9014619883040935
8,0.47749627257947036,0.5252864320201484,0.9181286549707602
9,0.4646250706866272,0.5386922200520833,0.9187134502923977
10,0.4462889810253803,0.5224079918878818,0.9283625730994152
11,0.43961884927630124,0.49030657523905324,0.9233918128654971
12,0.42361306615341876,0.5355224789234629,0.9201754385964912
13,0.4142277181596684,0.4929134036191026,0.9248538011695906
14,0.39947206282376646,0.5579534371693929,0.9181286549707602
15,0.39166266644807685,0.5765672633522435,0.9154970760233918
16,0.39190626377449894,0.5147657966666054,0.9049707602339181
17,0.3884700819215081,0.48244926742991506,0.9292397660818713
18,0.38320268289487164,0.5499410285412917,0.9324561403508772
19,0.3709304012152784,0.6191147917021088,0.9184210526315789
20,0.36338011358017314,0.5238883540470001,0.9263157894736842
21,0.3607953567253916,0.6507155551896457,0.8964912280701754
22,0.3679508288103835,0.6071270092014681,0.9166666666666666
23,0.35369690936012077,0.5807357505051016,0.9236842105263158
24,0.34689767767014656,0.5999837283502545,0.9222222222222223
