epoch,train_loss,validation_loss,validation_accuracy
1,1.9449614722627147,0.931593584386926,0.8900584795321638
2,0.8657697776505224,0.7505857056344462,0.8497076023391813
3,0.6717437868727777,0.6375046933952131,0.8961988304093568
4,0.6156804052510656,0.6046108934962958,0.8982456140350877
5,0.5547326796634454,0.5716191678542143,0.9239766081871345
6,0.5302209166357092,0.532976785964436,0.9178362573099416
7,0.5142490802552169,0.4936624737336622,0.9198830409356725
8,0.49821440089017827,0.4763929315477784,0.893859649122807
9,0.4717812387268047,0.5050039707742936,0.8997076023391812
10,0.4636233277786943,0.4797644563934259,0.9312865497076024
11,0.4499044077886376,0.4486642570697773,0.9233918128654971
12,0.46380111440680083,0.44528524753643056,0.9216374269005848
13,0.4318131999563155,0.43441752150044805,0.9324561403508772
14,0.42157394201833204,0.44647504747436756,0.9374269005847953
15,0.42598092033151996,0.4548081942294773,0.9116959064327486
16,0.41477676217717335,0.45961235761642455,0.9228070175438596
17,0.4067619868089681,0.4289788839151288,0.9371345029239766
18,0.40570343320531055,0.43670694524781745,0.9254385964912281
19,0.3898615229398684,0.4682161620398711,0.9312865497076024
20,0.376873016596438,0.4303355247740857,0.9295321637426901
21,0.3904657376888103,0.42080981524889927,0.9248538011695906
22,0.36472264997343673,0.4727646910830548,0.9283625730994152
23,0.3698782743517319,0.4929611140001587,0.922514619883041
24,0.35577651247344816,0.4649630876573903,0.9134502923976608
25,0.35791405391573605,0.46679843433244883,0.9099415204678363
26,0.35964049701403855,0.44991940397616714,0.9008771929824562
27,0.35092350562712304,0.4630493230812731,0.9228070175438596
28,0.342533456651788,0.4948228339877045,0.9201754385964912
