epoch,train_loss,validation_loss,validation_accuracy
1,2.1879270251687943,2.036801194361118,0.9051643192488263
2,1.5589790333684541,1.1052534022241691,0.9167449139280125
3,0.8467507700325257,0.7576691529373981,0.8979655712050079
4,0.5967762570745748,0.6309976876295041,0.9092331768388107
5,0.5289609587328454,0.5570174142694996,0.9179968701095461
6,0.4744295975731812,0.5225929743620524,0.9198748043818467
7,0.44870718580056645,0.4839904804278241,0.9173708920187793
8,0.44241852208642174,0.5447836533072222,0.9211267605633803
9,0.4164038059217349,0.4938201221128771,0.9139280125195618
10,0.4075444757098883,0.459593045119202,0.9176838810641628
11,0.40098833030778075,0.4293442688077828,0.9242566510172144
12,0.3813283537874919,0.5307211686421262,0.917057902973396
13,0.37436665955363785,0.4797049578646539,0.9142410015649453
14,0.36288930414747983,0.5641272641030463,0.9333333333333333
15,0.36087312265820826,0.5551337545513174,0.9320813771517997
16,0.34400816879601864,0.5954569515907708,0.9327073552425665
17,0.34385885857320486,0.49644271658619804,0.9214397496087637
18,0.33684837710209775,0.6014467212142706,0.9298904538341158
